id,address,categories,city,country,cuisines,dateAdded,dateUpdated,keys,latitude,longitude,menuPageURL,menus.amountMax,menus.amountMin,menus.category,menus.currency,menus.dateSeen,menus.description,menus.name,name,postalCode,priceRangeCurrency,priceRangeMin,priceRangeMax,province,websites
AVwcqaOEkufWRAb5xqT_,592 12th Ave S,"Restaurants,Catering,Restaurant,Mexican Restaurant",Nashville,US,"Mexican,Seafood,Mexican, Seafood, Steak",2016-04-26T06:42:32Z,2017-07-06T18:11:31Z,us/tn/nashville/59212thaves/242099627,36.151803,-86.78404,http://www.citysearch.com/profile/menu/610612380?singlePlatformId=cantina-laredo-25,19.99,19.99,Especialidades,USD,2016-08-22T00:00:00Z,three chicken or beef tacos and queso,Tacos Al Carbon,Cantina Laredo,37203,USD,25.0,40.0,TN,http://www.cantinalaredo.com
AVwcqaOEkufWRAb5xqT_,592 12th Ave S,"Restaurants,Catering,Restaurant,Mexican Restaurant",Nashville,US,"Mexican,Seafood,Mexican, Seafood, Steak",2016-04-26T06:42:32Z,2017-07-06T18:11:31Z,us/tn/nashville/59212thaves/242099627,36.151803,-86.78404,http://www.citysearch.com/profile/menu/610612380?singlePlatformId=cantina-laredo-25,11.99,11.99,Especialidades,USD,2016-08-22T00:00:00Z,Two soft or crispy with your choice of beef or chicken,Tacos,Cantina Laredo,37203,USD,25.0,40.0,TN,http://www.cantinalaredo.com
AVwcqaOEkufWRAb5xqT_,592 12th Ave S,"Restaurants,Catering,Restaurant,Mexican Restaurant",Nashville,US,"Mexican,Seafood,Mexican, Seafood, Steak",2016-04-26T06:42:32Z,2017-07-06T18:11:31Z,us/tn/nashville/59212thaves/242099627,36.151803,-86.78404,http://www.citysearch.com/profile/menu/610612380?singlePlatformId=cantina-laredo-25,10.99,10.99,Taqueria,USD,2016-08-22T00:00:00Z,"Mahi mahi, marinated vegetables, queso fresco and chipotle aioli",Tacos De Pescado,Cantina Laredo,37203,USD,25.0,40.0,TN,http://www.cantinalaredo.com
AVwcqaOEkufWRAb5xqT_,592 12th Ave S,"Restaurants,Catering,Restaurant,Mexican Restaurant",Nashville,US,"Mexican,Seafood,Mexican, Seafood, Steak",2016-04-26T06:42:32Z,2017-07-06T18:11:31Z,us/tn/nashville/59212thaves/242099627,36.151803,-86.78404,http://www.citysearch.com/profile/menu/610612380?singlePlatformId=cantina-laredo-25,10.99,10.99,Taqueria,USD,2016-08-22T00:00:00Z,"mahi mahi, marinated vegetables, queso fresco and chipotle aioli",Tacos De Pescado,Cantina Laredo,37203,USD,25.0,40.0,TN,http://www.cantinalaredo.com
AVwcqaOEkufWRAb5xqT_,592 12th Ave S,"Restaurants,Catering,Restaurant,Mexican Restaurant",Nashville,US,"Mexican,Seafood,Mexican, Seafood, Steak",2016-04-26T06:42:32Z,2017-07-06T18:11:31Z,us/tn/nashville/59212thaves/242099627,36.151803,-86.78404,http://www.citysearch.com/profile/menu/610612380?singlePlatformId=cantina-laredo-25,10.79,10.79,Taqueria,USD,2016-08-22T00:00:00Z,"beef with queso fresco, avocado and sour cream drizzle",Tacos De Fajita,Cantina Laredo,37203,USD,25.0,40.0,TN,http://www.cantinalaredo.com
AVwcqaOEkufWRAb5xqT_,592 12th Ave S,"Restaurants,Catering,Restaurant,Mexican Restaurant",Nashville,US,"Mexican,Seafood,Mexican, Seafood, Steak",2016-04-26T06:42:32Z,2017-07-06T18:11:31Z,us/tn/nashville/59212thaves/242099627,36.151803,-86.78404,http://www.citysearch.com/profile/menu/610612380?singlePlatformId=cantina-laredo-25,9.99,9.99,Taqueria,USD,2016-08-22T00:00:00Z,"fajita chicken with avocado, pico de gallo, queso fresco and poblano drizzle",Tacos De Pollo,Cantina Laredo,37203,USD,25.0,40.0,TN,http://www.cantinalaredo.com
AVwcqaOEkufWRAb5xqT_,592 12th Ave S,"Restaurants,Catering,Restaurant,Mexican Restaurant",Nashville,US,"Mexican,Seafood,Mexican, Seafood, Steak",2016-04-26T06:42:32Z,2017-07-06T18:11:31Z,us/tn/nashville/59212thaves/242099627,36.151803,-86.78404,http://www.citysearch.com/profile/menu/610612380?singlePlatformId=cantina-laredo-25,9.49,9.49,Lunch Exclusivo,USD,2016-08-22T00:00:00Z,cup of Sopa de Tortilla and a chicken taco al carbon,Sopa Y Taco Al Carbon,Cantina Laredo,37203,USD,25.0,40.0,TN,http://www.cantinalaredo.com
AVwcqaOEkufWRAb5xqT_,592 12th Ave S,"Restaurants,Catering,Restaurant,Mexican Restaurant",Nashville,US,"Mexican,Seafood,Mexican, Seafood, Steak",2016-04-26T06:42:32Z,2017-07-06T18:11:31Z,us/tn/nashville/59212thaves/242099627,36.151803,-86.78404,http://www.citysearch.com/profile/menu/610612380?singlePlatformId=cantina-laredo-25,9.29,9.29,Lunch Exclusivo,USD,2016-08-22T00:00:00Z,spiced pulled chicken with onions and cilantro,Tacos De Pollo Tinga,Cantina Laredo,37203,USD,25.0,40.0,TN,http://www.cantinalaredo.com
AVwcqaOEkufWRAb5xqT_,592 12th Ave S,"Restaurants,Catering,Restaurant,Mexican Restaurant",Nashville,US,"Mexican,Seafood,Mexican, Seafood, Steak",2016-04-26T06:42:32Z,2017-07-06T18:11:31Z,us/tn/nashville/59212thaves/242099627,36.151803,-86.78404,http://www.citysearch.com/profile/menu/610612380?singlePlatformId=cantina-laredo-25,9.29,9.29,Lunch Exclusivo,USD,2016-08-22T00:00:00Z,seasoned taco beef with onions and cilantro,Tacos De Picadillo,Cantina Laredo,37203,USD,25.0,40.0,TN,http://www.cantinalaredo.com
AVwcqF-akufWRAb5xmiU,1231 Market St,"American Restaurant,Restaurants,Restaurant",San Francisco,US,Traditional American,2015-11-02T17:38:17Z,2017-07-06T17:11:25Z,us/ca/sanfrancisco/1231marketst/321767167,37.778211,-122.415177,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EGQ6wFBP1R9j_yPfgIG2qmnnU3b4EFXLWYqzqH6pileJnsDBgYjhj6412OE3eqoLyrSIPEJpXfr10mUiQbRKfZCKZytUuX1ZpMEsmU-K0mL9uCZDhf-nRxpTxMILuzdD3PoiVmAsteKYXKbcyKEae4Rs49YSSfcSGiz9gGlh3l5nelp_qTE9AG55l10CdvZL_j9y-6uMcUxPIJmx9OaaMHgWLH2IJ9TP0oPDDBsMASzS_AIUCdJw1PMGiwEAXfAws9gCenItLXViKeBa-yLfPG0O85b_zSLAI0kMeDGhAmahIaR05htCn5UKisqNwjW3ym-jr6UZA5pd5HO2ZGZ9_NhtdDkKe7HoFmjZDP-msl55qhDIjzEtLG0wgMeFEFtwTLv1GbYiG6vb6yq_gAYDjg3zOyfNkpTk0IuKYIIxbmremTQ2tDMatGH4h1b0wBRxiw3FjSD6azrRZ9WblYX_ftgDOEfmmnz3k25_RHrngEi89NolvkjwRnTEPJkksDlOb-f3bfaRjPOfAoi9yf7YtBEj1dPfe-imZcSdZbd4IXhjb9ErmL4sCBpZiLVgi3Eiqt9gBiFozIoR2ilFcOrNcGg&placement=listing_profile.b&cs_user=unknown&cs_session=179e29d293f142d657107c7f42e1502f1c73d893,12.0,12.0,Main,USD,2016-07-30T00:00:00Z,"flour tortilla, 2 scrambled eggs, choice of meat, hash browns, cheese, pico de gallo",Breakfast Burrito,Market Street Grill,94103,USD,0.0,30.0,CA,http://www.marketstreetgrillsf.com/
AVwcqxJzByjofQCxg3CN,4914 Landis Ave,"American Restaurant,Restaurants",Sea Isle City,US,"Traditional American,American",2015-11-19T22:25:32Z,2017-07-06T16:46:54Z,us/nj/seaislecity/4914landisave/-1082929246,39.149901,-74.696276,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuMLvebwKqWtPm-4vwEFmgapvZF8QWiQ5QTpkD6brH8TrsXeNHugdfJM_3V6CjP2lQ0Y4MVvK7fmHu119wpX_ZgfvZav5v9sxWAiBPVVOyKW75CRR2y922PnbCNlfHQ5B8hmsKf85ykaDGzbPtSTZqa05EFvjSTIdSKjKeyWEn5H7fVhyPIMY0i4dMC2tQ7N-w7Z-O8VRT4NcxcjlK2X5HHu2Hxj_LdT5m6G9qEh2QUQkRE2onu78JjxS3g79INjJTg2498hr-pJsexUJuoD9leVFt7AnLWMCI-hxziKyYQ7rtbJiZTlHpwwI5BVO1DCeBkKI3embAcEHhbCt3lAlGhwJSnpptZb18wB-2woSF5fTrGOGRVGXhGH8sOd_KTw0nJTEV2SRHuy045PgmzXT4DLoR6oXP6la-jsZ0jNwW-0kDfxFuDfkTWEwmrHxyKoab3UydhbWU2qx1MVhze9h7dLACAV-_SRyeTWqoXFA-pPmvchz3SGxIUI&placement=listing_profile&cs_user=unknown&cs_session=df8428ba91ae0fd0fdd843465c2cd1031f8fbfaf,12.0,12.0,Tacos,USD,2016-08-21T00:00:00Z,"lettuce, tomato, mixed cheese, pan seared crab cake. With Mustard Aoli sauce",Crab Cake Tacos,Mako's American Grille,8243,USD,50.0,55.0,NJ,http://makosgrille.com
AVwcqxJzByjofQCxg3CN,4914 Landis Ave,"American Restaurant,Restaurants",Sea Isle City,US,"Traditional American,American",2015-11-19T22:25:32Z,2017-07-06T16:46:54Z,us/nj/seaislecity/4914landisave/-1082929246,39.149901,-74.696276,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuMLvebwKqWtPm-4vwEFmgapvZF8QWiQ5QTpkD6brH8TrsXeNHugdfJM_3V6CjP2lQ0Y4MVvK7fmHu119wpX_ZgfvZav5v9sxWAiBPVVOyKW75CRR2y922PnbCNlfHQ5B8hmsKf85ykaDGzbPtSTZqa05EFvjSTIdSKjKeyWEn5H7fVhyPIMY0i4dMC2tQ7N-w7Z-O8VRT4NcxcjlK2X5HHu2Hxj_LdT5m6G9qEh2QUQkRE2onu78JjxS3g79INjJTg2498hr-pJsexUJuoD9leVFt7AnLWMCI-hxziKyYQ7rtbJiZTlHpwwI5BVO1DCeBkKI3embAcEHhbCt3lAlGhwJSnpptZb18wB-2woSF5fTrGOGRVGXhGH8sOd_KTw0nJTEV2SRHuy045PgmzXT4DLoR6oXP6la-jsZ0jNwW-0kDfxFuDfkTWEwmrHxyKoab3UydhbWU2qx1MVhze9h7dLACAV-_SRyeTWqoXFA-pPmvchz3SGxIUI&placement=listing_profile&cs_user=unknown&cs_session=df8428ba91ae0fd0fdd843465c2cd1031f8fbfaf,9.0,9.0,Specialties,USD,2016-08-04T00:00:00Z,"Eggs, ham, bacon, sausage, home fries, peppers, onions, mushrooms and cheese",Giant Breakfast Burrito,Mako's American Grille,8243,USD,50.0,55.0,NJ,http://makosgrille.com
AVwctzOD_7pvs4fzyMGF,114 S State St,"Bars & Clubs,Restaurant,Restaurants,Bars & Pubs,Barbecue Restaurants,Grill Restaurants,Catering,Taverns",Clarks Summit,US,American,2016-07-19T01:37:11Z,2017-02-22T18:06:30Z,us/sabingtontwp/clarkssummit/114sstatest/-26378358,41.495289,-75.704887,http://www.citysearch.com/profile/menu/8857857?singlePlatformId=state-street-grill-4,9.25,9.25,Eggs,USD,2017-02-22T00:00:00Z,"grilled shoulder tender steak, caramelized onion and peppers, cooper cheese, served with a side of chili buttermilk dressing",Steak and Cheese Burrito,State Street Grill,18411,USD,0.0,30.0,S Abington Twp,http://www.thestatestreetgrill.com/
AVwctzOD_7pvs4fzyMGF,114 S State St,"Bars & Clubs,Restaurant,Restaurants,Bars & Pubs,Barbecue Restaurants,Grill Restaurants,Catering,Taverns",Clarks Summit,US,American,2016-07-19T01:37:11Z,2017-02-22T18:06:30Z,us/sabingtontwp/clarkssummit/114sstatest/-26378358,41.495289,-75.704887,http://www.citysearch.com/profile/menu/8857857?singlePlatformId=state-street-grill-4,9.25,9.25,Eggs,USD,2016-09-01T00:00:00Z,"scrambled eggs, chorizo sausage, tomato, onion, pepper jack cheese, served with a side of chili buttermilk dressing",Burrito,State Street Grill,18411,USD,0.0,30.0,S Abington Twp,http://www.thestatestreetgrill.com/
AVwcuRookufWRAb5yUrT,4326 W Sunset Blvd,"Mexican Restaurant,Taco Place,Mexican Restaurant and Taco Place",Los Angeles,US,Mexican,2016-03-24T10:05:49Z,2017-07-06T19:30:58Z,us/ca/losangeles/4326wsunsetblvd/3343895,34.095037,-118.283708,http://www.citysearch.com/profile/menu/38718595?singlePlatformId=malo,14.0,14.0,Taco Platters,USD,2016-08-03T00:00:00Z,"Adobo, avocado, pickled onion, cilantro",Pork Rib Soft Tacos,Malo,90029,USD,25.0,40.0,CA,http://malorestaurant.com
AVwcuRookufWRAb5yUrT,4326 W Sunset Blvd,"Mexican Restaurant,Taco Place,Mexican Restaurant and Taco Place",Los Angeles,US,Mexican,2016-03-24T10:05:49Z,2017-07-06T19:30:58Z,us/ca/losangeles/4326wsunsetblvd/3343895,34.095037,-118.283708,http://www.citysearch.com/profile/menu/38718595?singlePlatformId=malo,13.0,13.0,Taco Platters,USD,2016-08-03T00:00:00Z,"Zucchini blossoms, onions, sumac, jack cheese",Squash Blossom Soft Tacos,Malo,90029,USD,25.0,40.0,CA,http://malorestaurant.com
AVwcuRookufWRAb5yUrT,4326 W Sunset Blvd,"Mexican Restaurant,Taco Place,Mexican Restaurant and Taco Place",Los Angeles,US,Mexican,2016-03-24T10:05:49Z,2017-07-06T19:30:58Z,us/ca/losangeles/4326wsunsetblvd/3343895,34.095037,-118.283708,http://www.citysearch.com/profile/menu/38718595?singlePlatformId=malo,13.0,13.0,Taco Platters,USD,2016-08-03T00:00:00Z,"Crispy onions, cotija cheese, chili lime salt",Chicken Carnitas Soft Tacos,Malo,90029,USD,25.0,40.0,CA,http://malorestaurant.com
AVwcuRookufWRAb5yUrT,4326 W Sunset Blvd,"Mexican Restaurant,Taco Place,Mexican Restaurant and Taco Place",Los Angeles,US,Mexican,2016-03-24T10:05:49Z,2017-07-06T19:30:58Z,us/ca/losangeles/4326wsunsetblvd/3343895,34.095037,-118.283708,http://www.citysearch.com/profile/menu/38718595?singlePlatformId=malo,12.0,12.0,Taco Platters,USD,2016-08-03T00:00:00Z,"guajillo, arbol chili braise, carrots, cabbage",Pork Belly Tinga Soft Tacos,Malo,90029,USD,25.0,40.0,CA,http://malorestaurant.com
AVwcuRookufWRAb5yUrT,4326 W Sunset Blvd,"Mexican Restaurant,Taco Place,Mexican Restaurant and Taco Place",Los Angeles,US,Mexican,2016-03-24T10:05:49Z,2017-07-06T19:30:58Z,us/ca/losangeles/4326wsunsetblvd/3343895,34.095037,-118.283708,http://www.citysearch.com/profile/menu/38718595?singlePlatformId=malo,12.0,12.0,Taco Platters,USD,2016-08-03T00:00:00Z,"pickle chips, cheddar cheese",Ground Beef Pickle Tacos,Malo,90029,USD,25.0,40.0,CA,http://malorestaurant.com
AVwcuRookufWRAb5yUrT,4326 W Sunset Blvd,"Mexican Restaurant,Taco Place,Mexican Restaurant and Taco Place",Los Angeles,US,Mexican,2016-03-24T10:05:49Z,2017-07-06T19:30:58Z,us/ca/losangeles/4326wsunsetblvd/3343895,34.095037,-118.283708,http://www.citysearch.com/profile/menu/38718595?singlePlatformId=malo,12.0,12.0,Taco Platters,USD,2016-08-03T00:00:00Z,"Lemon crema, cabbage, onions",Grilled Fresh Fish Soft Tacos,Malo,90029,USD,25.0,40.0,CA,http://malorestaurant.com
AVwcuRookufWRAb5yUrT,4326 W Sunset Blvd,"Mexican Restaurant,Taco Place,Mexican Restaurant and Taco Place",Los Angeles,US,Mexican,2016-03-24T10:05:49Z,2017-07-06T19:30:58Z,us/ca/losangeles/4326wsunsetblvd/3343895,34.095037,-118.283708,http://www.citysearch.com/profile/menu/38718595?singlePlatformId=malo,12.0,12.0,Taco Platters,USD,2016-08-03T00:00:00Z,"Jack cheese, lettuce, tomato",Braised Chicken Tacos,Malo,90029,USD,25.0,40.0,CA,http://malorestaurant.com
AVwcuRookufWRAb5yUrT,4326 W Sunset Blvd,"Mexican Restaurant,Taco Place,Mexican Restaurant and Taco Place",Los Angeles,US,Mexican,2016-03-24T10:05:49Z,2017-07-06T19:30:58Z,us/ca/losangeles/4326wsunsetblvd/3343895,34.095037,-118.283708,http://www.citysearch.com/profile/menu/38718595?singlePlatformId=malo,12.0,12.0,Taco Platters,USD,2016-08-03T00:00:00Z,"Beer batter, lemon crema, cabbage, onions",Baja Style Shrimp Soft Tacos,Malo,90029,USD,25.0,40.0,CA,http://malorestaurant.com
AVwcuRookufWRAb5yUrT,4326 W Sunset Blvd,"Mexican Restaurant,Taco Place,Mexican Restaurant and Taco Place",Los Angeles,US,Mexican,2016-03-24T10:05:49Z,2017-07-06T19:30:58Z,us/ca/losangeles/4326wsunsetblvd/3343895,34.095037,-118.283708,http://www.citysearch.com/profile/menu/38718595?singlePlatformId=malo,11.0,11.0,Taco Platters,USD,2016-08-03T00:00:00Z,"Chipotle, Cheddar cheese, lettuce",Potato Tacos,Malo,90029,USD,25.0,40.0,CA,http://malorestaurant.com
AVwcuRookufWRAb5yUrT,4326 W Sunset Blvd,"Mexican Restaurant,Taco Place,Mexican Restaurant and Taco Place",Los Angeles,US,Mexican,2016-03-24T10:05:49Z,2017-07-06T19:30:58Z,us/ca/losangeles/4326wsunsetblvd/3343895,34.095037,-118.283708,http://www.citysearch.com/profile/menu/38718595?singlePlatformId=malo,11.0,11.0,Taco Platters,USD,2016-08-03T00:00:00Z,"pickle chips, cheddar cheese",Mock Ground Beef Pickle Tacos,Malo,90029,USD,25.0,40.0,CA,http://malorestaurant.com
AVwcuRookufWRAb5yUrT,4326 W Sunset Blvd,"Mexican Restaurant,Taco Place,Mexican Restaurant and Taco Place",Los Angeles,US,Mexican,2016-03-24T10:05:49Z,2017-07-06T19:30:58Z,us/ca/losangeles/4326wsunsetblvd/3343895,34.095037,-118.283708,http://www.citysearch.com/profile/menu/38718595?singlePlatformId=malo,5.0,5.0,Kids menu,USD,2016-08-03T00:00:00Z,Served with tortilla chips,Bean and Cheese Burrito,Malo,90029,USD,25.0,40.0,CA,http://malorestaurant.com
AVwcvaEXByjofQCxhqUl,1415 S 18th St,"American Restaurant,Music Venue,Cocktail Bar,American Restaurant, Music Venue, and Cocktail Bar Lafayette Square,Restaurant",Saint Louis,US,"Contemporary American, Organic, Vegetarian",2015-11-02T16:50:33Z,2017-07-06T06:54:38Z,us/mo/saintlouis/1415s18thst/-1963025168,38.616101,-90.211703,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuMLvebwKqWtPm-4vwEFmgapvZF8QWiQ5QTpkD6brH8Trk2daFMsKFwae10_d1wUqE2om-puSZfRqifAhc3puJZIrxPCsHcCgJIQn0IQlSwlQwh5BQOCyQ9BfvYhMGW3OtmIzreUOeDxEP-ry24Dd773L8dnPVXInQ7V4jVvuoFxD3iBMlqp32dPviS1XKZ-myZzCPwIN-ehcxDlcrpydFTRhpQ9fWToKLQ9aryM1JIG6wKyqzmIoac-uB0MrzTQvmtXO6uwIC6FjwKFXJWcbJGcsbYfRY--FJaokeBkReplMft1rHa8FV9OCS2xNuGi5NYvdgBJZ1k3AGajt4_hDadMy1wyl1AIUVOa-sidG-5a1fVMk6EyCECSVU0Q00OkKvrxy8QqFfULV9Nf2al-Kxion3IJ7d6t0WOwxeW6IRamVqVsysSU3TyRyQQvS1cXlrOUAXnWx9RgLYd7k2z6fQ_X-GJAxgtL_EsgJLMRQNz-V&placement=listing_profile&cs_user=unknown&cs_session=3f6b6d376fcd30310502f1a313a10549a3a65641,10.25,10.25,Breakfast Fare,USD,2016-08-21T00:00:00Z,"scrambled eggs, black beans, sausage, cheddar cheese, pico rosemary breakfast potatoes, chive sour cream",Breakfast Burrito,SqWires,63104,USD,0.0,30.0,MO,"http://sqwires.com/restaurant,http://www.sqwires.com/"
AVwcxeDRIN2L1WUfovPA,2922 Lyndale Ave S,"Brew Pubs,Beer & Ale,Taverns,Bars,American Restaurants,Night Clubs,Bar & Grills,Restaurants,Brewery,Pub,Bar",Minneapolis,US,"Brew Pubs,Brewery, American",2016-07-06T20:43:43Z,2017-04-15T18:04:53Z,us/mn/minneapolis/2922lyndaleaves/-1464898412,44.949231,-93.288285,http://www.yellowpages.com/minneapolis-mn/mip/herkimer-pub-brewery-4489555/menu,11.0,11.0,Main,USD,2016-08-20T00:00:00Z,"Pepperjack, scrambled eggs, corn, black beans, and guac rolled in a flour tortilla topped with Blazing Saddles sauce and sour cream served with country potatoes.",Breakfast Burrito,The Herkimer Pub & Brewery,55408,USD,25.0,40.0,MN,"http://www.theherkimer.com,http://theherkimer.com"
AVwcxeDRIN2L1WUfovPA,2922 Lyndale Ave S,"Brew Pubs,Beer & Ale,Taverns,Bars,American Restaurants,Night Clubs,Bar & Grills,Restaurants,Brewery,Pub,Bar",Minneapolis,US,"Brew Pubs,Brewery, American",2016-07-06T20:43:43Z,2017-04-15T18:04:53Z,us/mn/minneapolis/2922lyndaleaves/-1464898412,44.949231,-93.288285,http://www.yellowpages.com/minneapolis-mn/mip/herkimer-pub-brewery-4489555/menu,5.0,5.0,Happy Hour Foodstuffs,USD,2016-08-20T00:00:00Z,Two fish tacos,Fish Tacos,The Herkimer Pub & Brewery,55408,USD,25.0,40.0,MN,"http://www.theherkimer.com,http://theherkimer.com"
AVwcxITZByjofQCxh-Ii,42920 Broadlands Blvd,"American Restaurant,Bars & Clubs,Restaurants,Bar,Steakhouse,Restaurant",Ashburn,US,American,2015-10-19T20:42:54Z,2016-11-06T04:41:31Z,us/broadlands/ashburn/42920broadlandsblvd/1274562070,39.031695,-77.516667,http://www.citysearch.com/profile/menu/602145770?singlePlatformId=clydes-12,14.95,14.95,Saturday Lunch,USD,2016-04-24T00:00:00Z,"scrambled eggs, chorizo sausage, black beans, avocado, jalapeno peppers, pico de gallo and Cheddar-Jack cheese in a flour tortilla served with fruit",Breakfast Burrito,Clyde's Willow Creek Farm,20148,USD,25.0,40.0,Broadlands,"http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf4_dbqGRbVgNJ-YljJLsruzCnWQLCU9JnvvFVmD_ht9e_ob50pAKLIYNWhgSfOKfDiat08SPYqTnBdPpCnUKW8kq-zBCpj1fTNeSfTjetCvf4RieEdvSRiyyo5earAwuByUXoWQ9Rd5TlbVbm9khAcYvuUjDzEBiZOn0TanW9uR0cl87nP2ld1iRgX5dBdt0tQkawr3OBnVOjhaN74CXlgKuV5-fNwxj0uaBbtjrXsP5iqjWfT1sb29rp9KnKiCK0pc9W6jfTgPWMMP_hUIQAgQOXYUeqzS-J8ouMV0QipJ_ktyGzk4DbPac9dURJ_vXGhf62y3zhuIyJ_IYIgOFzsfSmgQZO-_NwU4c3kKypjku2&placement=listing_profile&cs_user=unknown&cs_session=7c43284e792e42deb937008ae81dc9683069fc2d,http://www.clydes.com/"
AVwcxITZByjofQCxh-Ii,42920 Broadlands Blvd,"American Restaurant,Bars & Clubs,Restaurants,Bar,Steakhouse,Restaurant",Ashburn,US,American,2015-10-19T20:42:54Z,2016-11-06T04:41:31Z,us/broadlands/ashburn/42920broadlandsblvd/1274562070,39.031695,-77.516667,http://www.citysearch.com/profile/menu/602145770?singlePlatformId=clydes-12,13.95,13.95,Sunday Brunch,USD,2016-04-24T00:00:00Z,"scrambled eggs, chorizo sausage, black beans, avocado, jalapeno peppers, pico de gallo and Cheddar-Jack cheese in a flour tortilla, served with fruit",Breakfast Tacos,Clyde's Willow Creek Farm,20148,USD,25.0,40.0,Broadlands,"http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf4_dbqGRbVgNJ-YljJLsruzCnWQLCU9JnvvFVmD_ht9e_ob50pAKLIYNWhgSfOKfDiat08SPYqTnBdPpCnUKW8kq-zBCpj1fTNeSfTjetCvf4RieEdvSRiyyo5earAwuByUXoWQ9Rd5TlbVbm9khAcYvuUjDzEBiZOn0TanW9uR0cl87nP2ld1iRgX5dBdt0tQkawr3OBnVOjhaN74CXlgKuV5-fNwxj0uaBbtjrXsP5iqjWfT1sb29rp9KnKiCK0pc9W6jfTgPWMMP_hUIQAgQOXYUeqzS-J8ouMV0QipJ_ktyGzk4DbPac9dURJ_vXGhf62y3zhuIyJ_IYIgOFzsfSmgQZO-_NwU4c3kKypjku2&placement=listing_profile&cs_user=unknown&cs_session=7c43284e792e42deb937008ae81dc9683069fc2d,http://www.clydes.com/"
AVwcxITZByjofQCxh-Ii,42920 Broadlands Blvd,"American Restaurant,Bars & Clubs,Restaurants,Bar,Steakhouse,Restaurant",Ashburn,US,American,2015-10-19T20:42:54Z,2016-11-06T04:41:31Z,us/broadlands/ashburn/42920broadlandsblvd/1274562070,39.031695,-77.516667,http://www.citysearch.com/profile/menu/602145770?singlePlatformId=clydes-12,10.95,10.95,Starters,USD,2016-04-24T00:00:00Z,"flour tortilla, Gochujang sauce, pickled spring vegetables",Fried Pork Belly Tacos,Clyde's Willow Creek Farm,20148,USD,25.0,40.0,Broadlands,"http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf4_dbqGRbVgNJ-YljJLsruzCnWQLCU9JnvvFVmD_ht9e_ob50pAKLIYNWhgSfOKfDiat08SPYqTnBdPpCnUKW8kq-zBCpj1fTNeSfTjetCvf4RieEdvSRiyyo5earAwuByUXoWQ9Rd5TlbVbm9khAcYvuUjDzEBiZOn0TanW9uR0cl87nP2ld1iRgX5dBdt0tQkawr3OBnVOjhaN74CXlgKuV5-fNwxj0uaBbtjrXsP5iqjWfT1sb29rp9KnKiCK0pc9W6jfTgPWMMP_hUIQAgQOXYUeqzS-J8ouMV0QipJ_ktyGzk4DbPac9dURJ_vXGhf62y3zhuIyJ_IYIgOFzsfSmgQZO-_NwU4c3kKypjku2&placement=listing_profile&cs_user=unknown&cs_session=7c43284e792e42deb937008ae81dc9683069fc2d,http://www.clydes.com/"
